GEOID,NAME.x,estimate_2010,pop_2010,NAME.y,estimate_2019,pop_2019,PLACEA,pop_1990,estimate_1990,dif_10_19,dif_90_19,change_perc_10_19,change_perc_90_19,share_2010,share_2019,share_1990,share_dif_10_19,share_dif_90_19
0648298,"Mi-Wuk Village CDP, California",0,847,"Mi-Wuk Village CDP, California",0,880,48298,1006,7,0,-7,NA,-1,0,0,0.006958250497017893,0,-0.006958250497017893
0648354,"Modesto city, California",7757,201898,"Modesto city, California",9511,212616,48354,166130,4421,1754,5090,0.22611834472089726,1.1513232300384528,0.03842039049420995,0.04473322797907966,0.02661168964064287,0.006312837484869709,0.01812153833843679
0648448,"Mohawk Vista CDP, California",0,167,"Mohawk Vista CDP, California",0,54,48448,169,2,0,-2,NA,-1,0,0,0.011834319526627219,0,-0.011834319526627219
0648452,"Mojave CDP, California",378,3634,"Mojave CDP, California",892,3855,48452,4276,95,514,797,1.3597883597883598,8.389473684210527,0.10401761144744083,0.23138780804150455,0.022217025257249765,0.12737019659406373,0.20917078278425477
0648480,"Mokelumne Hill CDP, California",0,736,"Mokelumne Hill CDP, California",0,691,48480,679,1,0,-1,NA,-1,0,0,0.0014727540500736377,0,-0.0014727540500736377
0648592,"Monmouth CDP, California",11,103,"Monmouth CDP, California",8,111,48592,180,13,-3,-5,-0.2727272727272727,-0.38461538461538464,0.10679611650485436,0.07207207207207207,0.07222222222222222,-0.03472404443278229,-1.50150150150144e-4
0648602,"Mono City CDP, California",0,78,"Mono City CDP, California",0,96,48602,79,0,0,0,NA,NA,0,0,0,0,0
0648641,"Mono Vista CDP, California",36,3051,"Mono Vista CDP, California",21,3446,48641,2741,10,-15,11,-0.4166666666666667,1.1,0.011799410029498525,0.006094022054556007,0.0036483035388544327,-0.005705387974942518,0.002445718515701574
0648648,"Monrovia city, California",2823,36616,"Monrovia city, California",2003,36816,48648,35673,3626,-820,-1623,-0.29047113000354235,-0.44760066188637615,0.07709744374044133,0.05440569317687962,0.10164550220054383,-0.022691750563561715,-0.04723980902366421
0648676,"Monson CDP, California",0,111,"Monson CDP, California",21,283,48676,153,0,21,21,NA,NA,0,0.07420494699646643,0,0.07420494699646643,0.07420494699646643
0648690,"Montague city, California",2,1401,"Montague city, California",0,1469,48690,1416,2,-2,-2,-1,-1,0.0014275517487508922,0,0.0014124293785310734,-0.0014275517487508922,-0.0014124293785310734
0648718,"Montalvin Manor CDP, California",88,2486,"Montalvin Manor CDP, California",292,2852,48718,2294,484,204,-192,2.3181818181818183,-0.39669421487603307,0.035398230088495575,0.10238429172510519,0.2109851787271142,0.06698606163660961,-0.10860088700200901
0648760,"Montara CDP, California",64,3085,"Montara CDP, California",0,2504,48760,2549,13,-64,-13,-1,-1,0.020745542949756886,0,0.0051000392310710085,-0.020745542949756886,-0.0051000392310710085
0648788,"Montclair city, California",1622,36704,"Montclair city, California",1249,39155,48788,29361,2726,-373,-1477,-0.22996300863131935,-0.5418195157740279,0.04419136878814298,0.03189886349125271,0.09284424917407445,-0.012292505296890271,-0.06094538568282174
0648816,"Montebello city, California",786,62416,"Montebello city, California",842,62742,48816,59562,579,56,263,0.07124681933842239,0.4542314335060449,0.012592924891053577,0.013420037614357208,0.009720963030119874,8.271127233036319e-4,0.003699074584237334
0648844,"Montecito CDP, California",37,9241,"Montecito CDP, California",59,8245,48844,9608,34,22,25,0.5945945945945946,0.7352941176470589,0.004003895682285467,0.007155852031534263,0.0035387177352206494,0.0031519563492487957,0.0036171342963136136
0648872,"Monterey city, California",631,27827,"Monterey city, California",1143,28352,48872,31968,937,512,206,0.8114104595879557,0.2198505869797225,0.02267581844970712,0.04031461625282167,0.02931056056056056,0.017638797803114552,0.011004055692261112
0648914,"Monterey Park city, California",84,60176,"Monterey Park city, California",415,60439,48914,60738,389,331,26,3.9404761904761907,0.06683804627249357,0.0013959053443233184,0.006866427306871391,0.006404557278804043,0.005470521962548072,4.6187002806734757e-4
0648916,"Monterey Park Tract CDP, California",0,279,"Monterey Park Tract CDP, California",0,272,48916,63,39,0,-39,NA,-1,0,0,0.6190476190476191,0,-0.6190476190476191
0648928,"Monte Rio CDP, California",0,1030,"Monte Rio CDP, California",0,977,48928,1130,8,0,-8,NA,-1,0,0,0.007079646017699115,0,-0.007079646017699115
0648956,"Monte Sereno city, California",32,3312,"Monte Sereno city, California",64,3479,48956,3287,9,32,55,1,6.111111111111111,0.00966183574879227,0.018396090830698476,0.0027380590203833284,0.008734255081906206,0.015658031810315148
0648998,"Montgomery Creek CDP, California",0,75,"Montgomery Creek CDP, California",0,145,48998,83,0,0,0,NA,NA,0,0,0,0,0
0649045,"Monument Hills CDP, California",6,1850,"Monument Hills CDP, California",0,1466,49045,607,11,-6,-11,-1,-1,0.003243243243243243,0,0.018121911037891267,-0.003243243243243243,-0.018121911037891267
0649138,"Moorpark city, California",391,33808,"Moorpark city, California",577,36372,49138,25494,396,186,181,0.47570332480818417,0.45707070707070707,0.011565309985802177,0.015863851314197736,0.015533066603906801,0.0042985413283955585,3.3078471029093434e-4
0649180,"Morada CDP, California",78,4880,"Morada CDP, California",31,3166,49180,3570,14,-47,17,-0.6025641025641025,1.2142857142857142,0.015983606557377048,0.009791535060012634,0.00392156862745098,-0.006192071497364414,0.005869966432561654
0649187,"Moraga town, California",297,15975,"Moraga town, California",121,17539,49187,15852,110,-176,11,-0.5925925925925926,0.1,0.018591549295774647,0.006898910998346542,0.00693918748422912,-0.011692638297428105,-4.0276485882577776e-5
0649270,"Moreno Valley city, California",33632,187428,"Moreno Valley city, California",36279,207289,49270,118833,16402,2647,19877,0.07870480494766889,1.2118644067796611,0.17943957146210812,0.17501652282562027,0.13802563261047016,-0.004423048636487847,0.03699089021515012
0649278,"Morgan Hill city, California",733,36630,"Morgan Hill city, California",830,44686,49278,24715,409,97,421,0.13233287858117326,1.0293398533007334,0.02001092001092001,0.018574050038043233,0.016548654663160023,-0.001436869972876776,0.0020253953748832106
0649348,"Morongo Valley CDP, California",0,3479,"Morongo Valley CDP, California",11,3090,49348,2721,6,11,5,NA,0.8333333333333334,0,0.0035598705501618125,0.002205071664829107,0.0035598705501618125,0.0013547988853327055
0649362,"Morro Bay city, California",0,10255,"Morro Bay city, California",135,10578,49362,9664,54,135,81,NA,1.5,0,0.012762336925694838,0.005587748344370861,0.012762336925694838,0.007174588581323977
0649432,"Moskowite Corner CDP, California",0,131,"Moskowite Corner CDP, California",0,121,49432,40,0,0,0,NA,NA,0,0,0,0,0
0649446,"Moss Beach CDP, California",16,2291,"Moss Beach CDP, California",17,3604,49446,2933,33,1,-16,0.0625,-0.48484848484848486,0.006983849847228284,0.0047169811320754715,0.01125127855438118,-0.002266868715152813,-0.006534297422305708
0649488,"Moss Landing CDP, California",0,209,"Moss Landing CDP, California",0,54,49488,208,10,0,-10,NA,-1,0,0,0.04807692307692308,0,-0.04807692307692308
0649544,"Mountain Center CDP, California",0,165,"Mountain Center CDP, California",0,0,49544,182,1,0,-1,NA,-1,0,NA,0.005494505494505495,NA,NA
0649558,"Mountain Gate CDP, California",0,1307,"Mountain Gate CDP, California",0,952,49558,1033,0,0,0,NA,NA,0,0,0,0,0
0649582,"Mountain House CDP, California",940,7496,"Mountain House CDP, California",1767,17966,49582,21,0,827,1767,0.8797872340425532,NA,0.12540021344717184,0.09835244350439719,0,-0.02704776994277465,0.09835244350439719
0649600,"Mountain Mesa CDP, California",38,1059,"Mountain Mesa CDP, California",5,1396,49600,679,0,-33,5,-0.868421052631579,NA,0.03588290840415486,0.0035816618911174787,0,-0.03230124651303738,0.0035816618911174787
0649628,"Mountain Ranch CDP, California",90,1462,"Mountain Ranch CDP, California",0,1141,49628,1046,2,-90,-2,-1,-1,0.06155950752393981,0,0.0019120458891013384,-0.06155950752393981,-0.0019120458891013384
0649651,"Mountain View CDP, California",33,2099,"Mountain View CDP, California",95,1970,49651,2364,27,62,68,1.878787878787879,2.5185185185185186,0.01572177227251072,0.048223350253807105,0.011421319796954314,0.03250157798129638,0.03680203045685279
0649670,"Mountain View city, California",1743,72510,"Mountain View city, California",1273,81656,49670,67346,3390,-470,-2117,-0.26965002868617327,-0.6244837758112094,0.024038063715349608,0.01558979131968257,0.05033706530454667,-0.008448272395667037,-0.0347472739848641
0649684,"Mountain View Acres CDP, California",336,3605,"Mountain View Acres CDP, California",357,4447,49684,2462,200,21,157,0.0625,0.785,0.09320388349514563,0.08027883966719136,0.08123476848090982,-0.012925043827954272,-9.559288137184624e-4
0649768,"Mount Hebron CDP, California",0,84,"Mount Hebron CDP, California",0,72,49768,124,0,0,0,NA,NA,0,0,0,0,0
0649796,"Mount Hermon CDP, California",0,860,"Mount Hermon CDP, California",0,1259,49796,945,3,0,-3,NA,-1,0,0,0.0031746031746031746,0,-0.0031746031746031746
0649810,"Mount Laguna CDP, California",0,66,"Mount Laguna CDP, California",0,117,49810,46,0,0,0,NA,NA,0,0,0,0,0
0649852,"Mount Shasta city, California",7,3416,"Mount Shasta city, California",50,3275,49852,3466,64,43,-14,6.142857142857143,-0.21875,0.0020491803278688526,0.015267175572519083,0.018465089440276975,0.01321799524465023,-0.0031979138677578917
0649950,"Muir Beach CDP, California",0,289,"Muir Beach CDP, California",0,336,49950,325,3,0,-3,NA,-1,0,0,0.009230769230769232,0,-0.009230769230769232
0650034,"Murphys CDP, California",0,2325,"Murphys CDP, California",0,2188,50034,1716,2,0,-2,NA,-1,0,0,0.0011655011655011655,0,-0.0011655011655011655
0650076,"Murrieta city, California",5093,95668,"Murrieta city, California",6669,112941,50076,22849,249,1576,6420,0.3094443353622619,25.783132530120483,0.05323619183007902,0.05904852976332776,0.010897632281500284,0.005812337933248736,0.04815089748182747
0650132,"Muscoy CDP, California",227,11294,"Muscoy CDP, California",320,12562,50132,7297,663,93,-343,0.40969162995594716,-0.5173453996983409,0.020099167699663537,0.025473650692564877,0.09085925722899822,0.005374482992901341,-0.06538560653643334
0650146,"Myers Flat CDP, California",0,91,"Myers Flat CDP, California",0,132,50146,82,0,0,0,NA,NA,0,0,0,0,0
0650188,"Myrtletown CDP, California",42,4750,"Myrtletown CDP, California",51,5222,50188,4413,49,9,2,0.21428571428571427,0.04081632653061224,0.008842105263157894,0.009766373037150517,0.011103557670518922,9.242677739926229e-4,-0.0013371846333684045
0650258,"Napa city, California",763,76006,"Napa city, California",533,79074,50258,63199,246,-230,287,-0.30144167758846657,1.1666666666666667,0.010038681156750783,0.006740521536788325,0.0038924666529533696,-0.0032981596199624583,0.0028480548838349553
0650398,"National City city, California",2511,57343,"National City city, California",2946,61121,50398,54253,4588,435,-1642,0.17323775388291518,-0.35789014821272885,0.043789128577158505,0.04819947317615877,0.08456675206901001,0.004410344599000263,-0.03636727889285125
0650734,"Needles city, California",180,4938,"Needles city, California",155,4965,50734,5222,64,-25,91,-0.1388888888888889,1.421875,0.03645200486026731,0.03121852970795569,0.012255840674071237,-0.005233475152311623,0.018962689033884452
0650874,"Nevada City city, California",16,3087,"Nevada City city, California",48,3144,50874,2929,6,32,42,2,7,0.0051830255911888565,0.015267175572519083,0.0020484807101399795,0.010084149981330226,0.013218694862379103
0650916,"Newark city, California",1822,41981,"Newark city, California",1844,47171,50916,37861,1635,22,209,0.012074643249176729,0.12782874617737003,0.043400585979371624,0.03909181488626487,0.043184279337576924,-0.004308771093106754,-0.004092464451312054
0651000,"Newcastle CDP, California",0,1116,"Newcastle CDP, California",4,1208,51000,1111,7,4,-3,NA,-0.42857142857142855,0,0.0033112582781456954,0.0063006300630063005,0.0033112582781456954,-0.002989371784860605
0651028,"New Cuyama CDP, California",6,413,"New Cuyama CDP, California",6,660,51028,495,6,0,0,0,0,0.014527845036319613,0.00909090909090909,0.012121212121212121,-0.005436935945410523,-0.0030303030303030307
0651042,"Newell CDP, California",0,584,"Newell CDP, California",0,566,51042,397,0,0,0,NA,NA,0,0,0,0,0
0651140,"Newman city, California",144,9806,"Newman city, California",229,11317,51140,4238,19,85,210,0.5902777777777778,11.052631578947368,0.014684886803997552,0.02023504462313334,0.004483246814535158,0.005550157819135789,0.015751797808598183
0651168,"New Pine Creek CDP, California",0,113,"New Pine Creek CDP, California",0,88,51168,78,2,0,-2,NA,-1,0,0,0.02564102564102564,0,-0.02564102564102564
0651182,"Newport Beach city, California",524,83571,"Newport Beach city, California",842,85694,51182,69611,239,318,603,0.6068702290076335,2.5230125523012554,0.006270117624534827,0.009825658739234952,0.0034333654163853414,0.003555541114700125,0.00639229332284961
0651280,"Nicasio CDP, California",0,7,"Nicasio CDP, California",0,71,51280,55,2,0,-2,NA,-1,0,0,0.03636363636363636,0,-0.03636363636363636
0651294,"Nice CDP, California",14,2267,"Nice CDP, California",101,2527,51294,2056,70,87,31,6.214285714285714,0.44285714285714284,0.0061755624172915745,0.039968341907400076,0.03404669260700389,0.033792779490108504,0.005921649300396188
0651336,"Nicolaus CDP, California",5,171,"Nicolaus CDP, California",0,148,51336,131,0,-5,0,-1,NA,0.029239766081871343,0,0,-0.029239766081871343,0
0651392,"Niland CDP, California",12,1306,"Niland CDP, California",36,631,51392,1183,16,24,20,2,1.25,0.009188361408882083,0.05705229793977813,0.013524936601859678,0.047863936530896045,0.04352736133791846
0651470,"Nipinnawasee CDP, California",0,793,"Nipinnawasee CDP, California",0,349,51470,303,0,0,0,NA,NA,0,0,0,0,0
0651476,"Nipomo CDP, California",171,16179,"Nipomo CDP, California",334,17601,51476,9651,79,163,255,0.9532163742690059,3.2278481012658227,0.010569256443537919,0.018976194534401455,0.008185680240389596,0.008406938090863536,0.01079051429401186
0651560,"Norco city, California",1813,26984,"Norco city, California",1262,26670,51560,23240,1852,-551,-590,-0.3039161610590182,-0.3185745140388769,0.06718796323747406,0.047319085114360705,0.07969018932874354,-0.019868878123113352,-0.032371104214382836
0651574,"Nord CDP, California",0,317,"Nord CDP, California",0,312,51574,276,6,0,-6,NA,-1,0,0,0.021739130434782608,0,-0.021739130434782608
0651622,"Norris Canyon CDP, California",0,812,"Norris Canyon CDP, California",0,897,51622,35,0,0,0,NA,NA,0,0,0,0,0
0651637,"North Auburn CDP, California",121,12561,"North Auburn CDP, California",66,14269,51637,10225,59,-55,7,-0.45454545454545453,0.11864406779661017,0.009632991003900963,0.004625411731726119,0.005770171149144254,-0.005007579272174844,-0.0011447594174181352
0651812,"North Edwards CDP, California",111,1104,"North Edwards CDP, California",50,880,51812,1502,76,-61,-26,-0.5495495495495496,-0.34210526315789475,0.10054347826086957,0.056818181818181816,0.05059920106524634,-0.04372529644268775,0.006218980752935477
0651820,"North El Monte CDP, California",10,4093,"North El Monte CDP, California",42,3933,51820,3397,20,32,22,3.2,1.1,0.002443195699975568,0.010678871090770405,0.0058875478363261706,0.008235675390794837,0.004791323254444234
0651840,"North Fair Oaks CDP, California",267,14270,"North Fair Oaks CDP, California",174,14372,51840,13912,447,-93,-273,-0.34831460674157305,-0.610738255033557,0.018710581639803783,0.012106874478151963,0.03213053479010926,-0.006603707161651821,-0.020023660311957295
0651890,"North Gate CDP, California",0,516,"North Gate CDP, California",0,685,51890,410,3,0,-3,NA,-1,0,0,0.007317073170731708,0,-0.007317073170731708
0651924,"North Highlands CDP, California",5308,42683,"North Highlands CDP, California",6168,47661,51924,41547,4102,860,2066,0.16201959306706856,0.5036567528035105,0.12435864395661037,0.129413986278089,0.09873155703179531,0.00505534232147864,0.03068242924629369
0651990,"North Lakeport CDP, California",32,3541,"North Lakeport CDP, California",0,3351,51990,2569,8,-32,-8,-1,-1,0.009036995199096301,0,0.003114052160373686,-0.009036995199096301,-0.003114052160373686
0652162,"North Richmond CDP, California",1197,2999,"North Richmond CDP, California",876,4085,52162,2378,1709,-321,-833,-0.2681704260651629,-0.4874195435927443,0.39913304434811603,0.21444308445532437,0.7186711522287637,-0.18468995989279166,-0.5042280677734393
0652246,"North San Juan CDP, California",0,131,"North San Juan CDP, California",0,178,52246,462,2,0,-2,NA,-1,0,0,0.004329004329004329,0,-0.004329004329004329
0652302,"North Shore CDP, California",39,1918,"North Shore CDP, California",0,2756,52302,566,3,-39,-3,-1,-1,0.020333680917622523,0,0.00530035335689046,-0.020333680917622523,-0.00530035335689046
0652379,"North Tustin CDP, California",75,24520,"North Tustin CDP, California",173,24705,52379,24358,128,98,45,1.3066666666666666,0.3515625,0.0030587275693311584,0.007002631046346893,0.005254947039986863,0.0039439034770157345,0.00174768400636003
0652526,"Norwalk city, California",5085,105108,"Norwalk city, California",4994,105304,52526,94275,3061,-91,1933,-0.01789577187807276,0.6314929761515844,0.048378810366480195,0.04742459925548887,0.03246884115619199,-9.542111109913237e-4,0.014955758099296883
0652582,"Novato city, California",1876,50488,"Novato city, California",2068,55642,52582,47602,1329,192,739,0.1023454157782516,0.5560571858540256,0.037157344319442245,0.03716616944035082,0.027918995000210074,8.8251209085718485e-06,0.009247174440140744
0652610,"Nubieber CDP, California",0,28,"Nubieber CDP, California",0,35,52610,70,0,0,0,NA,NA,0,0,0,0,0
0652624,"Nuevo CDP, California",69,5502,"Nuevo CDP, California",177,7182,52624,3431,45,108,132,1.565217391304348,2.933333333333333,0.012540894220283533,0.024644945697577275,0.013115709705625183,0.012104051477293742,0.011529235991952092
0652694,"Oakdale city, California",62,20076,"Oakdale city, California",68,22936,52694,12092,29,6,39,0.0967741935483871,1.3448275862068966,0.003088264594540745,0.002964771538193233,0.0023982798544492224,-1.2349305634751185e-4,5.664916837440108e-4
0652715,"Oak Glen CDP, California",0,509,"Oak Glen CDP, California",9,430,52715,497,49,9,-40,NA,-0.8163265306122449,0,0.020930232558139535,0.09859154929577464,0.020930232558139535,-0.0776613167376351
0652760,"Oak Hills CDP, California",53,8054,"Oak Hills CDP, California",413,10444,52760,2893,42,360,371,6.7924528301886795,8.833333333333334,0.006580581077725354,0.039544235924932974,0.014517801590044937,0.03296365484720762,0.025026434334888038
0652764,"Oakhurst CDP, California",83,3263,"Oakhurst CDP, California",0,3446,52764,2602,11,-83,-11,-1,-1,0.025436714679742567,0,0.004227517294388932,-0.025436714679742567,-0.004227517294388932
0653000,"Oakland city, California",109815,386909,"Oakland city, California",100966,425097,53000,372203,163300,-8849,-62334,-0.08058097709784638,-0.3817146356399265,0.28382642947049563,0.23751285000835104,0.4387390751820915,-0.046313579462144594,-0.20122622517374045
0653070,"Oakley city, California",1696,33496,"Oakley city, California",4043,41324,53070,16989,279,2347,3764,1.3838443396226414,13.491039426523297,0.05063291139240506,0.09783660826638273,0.01642239095885573,0.047203696873977664,0.081414217307527
0653116,"Oak Park CDP, California",89,14044,"Oak Park CDP, California",191,13853,53116,8650,110,102,81,1.146067415730337,0.7363636363636363,0.006337225861577898,0.013787627228759114,0.012716763005780347,0.007450401367181217,0.0010708642229787669
0653160,"Oak Shores CDP, California",0,217,"Oak Shores CDP, California",0,348,53160,204,0,0,0,NA,NA,0,0,0,0,0
0653182,"Oak View CDP, California",11,3962,"Oak View CDP, California",0,4598,53182,3755,19,-11,-19,-1,-1,0.0027763755678950025,0,0.005059920106524634,-0.0027763755678950025,-0.005059920106524634
0653196,"Oakville CDP, California",29,123,"Oakville CDP, California",0,91,53196,61,0,-29,0,-1,NA,0.23577235772357724,0,0,-0.23577235772357724,0
0653224,"Oasis CDP, California",31,5403,"Oasis CDP, California",2,2857,53224,2427,0,-29,2,-0.9354838709677419,NA,0.005737553211178975,7.000350017500875e-4,0,-0.005037518209428887,7.000350017500875e-4
0653266,"Occidental CDP, California",18,1221,"Occidental CDP, California",12,823,53266,1279,6,-6,6,-0.3333333333333333,1,0.014742014742014743,0.014580801944106925,0.004691164972634871,-1.6121279790781706e-4,0.009889636971472054
0653294,"Oceano CDP, California",0,7883,"Oceano CDP, California",77,7487,53294,6349,55,77,22,NA,0.4,0,0.010284493121410445,0.008662781540400063,0.010284493121410445,0.0016217115810103818
0653322,"Oceanside city, California",7453,164709,"Oceanside city, California",7933,175622,53322,128247,10134,480,-2201,0.06440359586743594,-0.21718965857509373,0.045249500634452273,0.04517087836375853,0.07901939226648577,-7.862227069374561e-5,-0.033848513902727244
0653378,"Ocotillo CDP, California",0,228,"Ocotillo CDP, California",0,89,53378,344,0,0,0,NA,NA,0,0,0,0,0
0653448,"Oildale CDP, California",234,32754,"Oildale CDP, California",713,34763,53448,26577,39,479,674,2.047008547008547,17.28205128205128,0.007144165598094889,0.020510312688778298,0.0014674342476577492,0.013366147090683409,0.01904287844112055
0653476,"Ojai city, California",0,7525,"Ojai city, California",53,7534,53476,7613,20,53,33,NA,1.65,0,0.007034775683567826,0.002627085248916327,0.007034775683567826,0.0044076904346514985
0653490,"Olancha CDP, California",0,203,"Olancha CDP, California",13,229,53490,56,0,13,13,NA,NA,0,0.056768558951965066,0,0.056768558951965066,0.056768558951965066
0653505,"Old Fig Garden CDP, California",0,5120,"Old Fig Garden CDP, California",107,5850,53505,5259,68,107,39,NA,0.5735294117647058,0,0.01829059829059829,0.0129302148697471,0.01829059829059829,0.0053603834208511905
0653602,"Old Station CDP, California",0,58,"Old Station CDP, California",0,31,53602,157,0,0,0,NA,NA,0,0,0,0,0
0653714,"Olivehurst CDP, California",136,13298,"Olivehurst CDP, California",251,13464,53714,10528,273,115,-22,0.8455882352941176,-0.08058608058608059,0.01022710181982253,0.01864230540701129,0.025930851063829786,0.00841520358718876,-0.007288545656818496
0653896,"Ontario city, California",13084,165215,"Ontario city, California",9665,176760,53896,134950,9728,-3419,-63,-0.26131152552736164,-0.006476151315789474,0.07919377780467875,0.05467866033039149,0.07208595776213413,-0.024515117474287258,-0.017407297431742637
0653910,"Onyx CDP, California",0,129,"Onyx CDP, California",0,478,53910,580,0,0,0,NA,NA,0,0,0,0,0
0653924,"Pleasure Point CDP, California",54,4949,"Pleasure Point CDP, California",112,6076,53924,6114,70,58,42,1.0740740740740742,0.6,0.010911295211153768,0.018433179723502304,0.01144913313706248,0.007521884512348536,0.0069840465864398245
0653980,"Orange city, California",2016,134569,"Orange city, California",2404,139887,53980,112382,1572,388,832,0.19246031746031747,0.5292620865139949,0.01498116208041971,0.017185299563218882,0.013988005196561727,0.0022041374827991723,0.003197294366657156
0654008,"Orange Cove city, California",85,8718,"Orange Cove city, California",117,10274,54008,5619,1,32,116,0.3764705882352941,116,0.0097499426473961915,0.01138796963208098,1.779676098949991e-4,0.0016380269846847893,0.011210002022185982
0654092,"Orangevale CDP, California",753,34202,"Orangevale CDP, California",654,34824,54092,34154,354,-99,300,-0.13147410358565736,0.847457627118644,0.022016256359277234,0.018780151619572708,0.0103648181764947,-0.003236104739704527,0.008415333443078007
0654120,"Orcutt CDP, California",390,28696,"Orcutt CDP, California",401,31118,54120,26236,291,11,110,0.028205128205128206,0.37800687285223367,0.013590744354613883,0.01288643228999293,0.01109162982161915,-7.04312064620953e-4,0.0017948024683737806
0654218,"Orick CDP, California",0,315,"Orick CDP, California",0,389,54218,422,0,0,0,NA,NA,0,0,0,0,0
0654232,"Orinda city, California",169,17485,"Orinda city, California",229,19646,54232,16642,138,60,91,0.35502958579881655,0.6594202898550725,0.009665427509293681,0.01165631680749262,0.008292272563393823,0.0019908892981989387,0.003364044244098797
0654274,"Orland city, California",32,7141,"Orland city, California",0,7622,54274,5270,12,-32,-12,-1,-1,0.004481165102926761,0,0.0022770398481973433,-0.004481165102926761,-0.0022770398481973433
0654372,"Orosi CDP, California",86,8745,"Orosi CDP, California",157,8300,54372,5509,12,71,145,0.8255813953488372,12.083333333333334,0.009834190966266438,0.01891566265060241,0.002178253766563805,0.00908147168433597,0.016737408884038605
0654386,"Oroville city, California",473,15369,"Oroville city, California",827,19393,54386,13059,393,354,434,0.7484143763213531,1.104325699745547,0.03077623788144967,0.04264425308100861,0.03009418791637951,0.011868015199558938,0.012550065164629101
0654388,"Oroville East CDP, California",29,8599,"Oroville East CDP, California",36,7771,54388,7518,125,7,-89,0.2413793103448276,-0.712,0.0033724851726944995,0.004632608415905289,0.016626762436818304,0.0012601232432107898,-0.011994154020913014
0654652,"Oxnard city, California",6892,192520,"Oxnard city, California",5422,208154,54652,142872,7473,-1470,-2051,-0.21329077190946025,-0.2744547035996253,0.035798878038645336,0.026048022137455922,0.05230556022173694,-0.009750855901189414,-0.02625753808428102
0654764,"Pacheco CDP, California",35,3241,"Pacheco CDP, California",133,4361,54764,3325,74,98,59,2.8,0.7972972972972973,0.01079913606911447,0.030497592295345103,0.022255639097744362,0.019698456226230635,0.008241953197600741
0654806,"Pacifica city, California",839,36805,"Pacifica city, California",962,38984,54806,37670,1964,123,-1002,0.1466030989272944,-0.5101832993890021,0.022795815785898656,0.02467679047814488,0.05213697902840456,0.0018809746922462227,-0.027460188550259685
0654848,"Pacific Grove city, California",182,14902,"Pacific Grove city, California",143,15522,54848,16117,223,-39,-80,-0.21428571428571427,-0.35874439461883406,0.012213125754932224,0.009212730318257957,0.013836321896134516,-0.0030003954366742674,-0.004623591577876559
0655044,"Pajaro CDP, California",8,2670,"Pajaro CDP, California",64,3620,55044,3275,11,56,53,7,4.818181818181818,0.00299625468164794,0.017679558011049725,0.0033587786259541984,0.014683303329401785,0.014320779385095527
0655048,"Pajaro Dunes CDP, California",0,300,"Pajaro Dunes CDP, California",0,284,55048,256,0,0,0,NA,NA,0,0,0,0,0
0655086,"Palermo CDP, California",25,4545,"Palermo CDP, California",75,5395,55086,4684,19,50,56,2,2.9473684210526314,0.005500550055005501,0.013901760889712697,0.0040563620836891546,0.008401210834707195,0.009845398806023541
0655156,"Palmdale city, California",20452,146184,"Palmdale city, California",20569,156293,55156,78199,4821,117,15748,0.005720711910815568,3.2665422111595106,0.1399058720516609,0.1316053821988189,0.06165040473663346,-0.008300489852842013,0.06995497746218543
0655184,"Palm Desert city, California",757,48534,"Palm Desert city, California",1573,52575,55184,32615,274,816,1299,1.0779392338177014,4.740875912408759,0.015597313223719454,0.02991916310033286,0.00840104246512341,0.014321849876613404,0.02151812063520945
0655254,"Palm Springs city, California",2050,45012,"Palm Springs city, California",2165,47897,55254,40323,1812,115,353,0.05609756097560976,0.19481236203090507,0.04554341064604994,0.04520116082426874,0.0449371326538204,-3.4224982178120145e-4,2.640281704483424e-4
0655282,"Palo Alto city, California",1875,62486,"Palo Alto city, California",1180,66573,55282,55872,1612,-695,-432,-0.37066666666666664,-0.2679900744416873,0.03000672150561726,0.017724903489402612,0.028851660939289807,-0.012281818016214648,-0.011126757449887194
0655296,"Palo Cedro CDP, California",19,1023,"Palo Cedro CDP, California",15,1143,55296,999,9,-4,6,-0.21052631578947367,0.6666666666666666,0.01857282502443793,0.013123359580052493,0.009009009009009009,-0.005449465444385435,0.004114350571043484
0655380,"Palos Verdes Estates city, California",152,13406,"Palos Verdes Estates city, California",51,13434,55380,13505,156,-101,-105,-0.6644736842105263,-0.6730769230769231,0.011338206773086678,0.003796337650736936,0.011551277304701962,-0.007541869122349742,-0.007754939653965026
0655422,"Palo Verde CDP, California",0,107,"Palo Verde CDP, California",0,65,55422,262,3,0,-3,NA,-1,0,0,0.011450381679389313,0,-0.011450381679389313
0655506,"Panorama Heights CDP, California",0,60,"Panorama Heights CDP, California",0,49,55506,50,0,0,0,NA,NA,0,0,0,0,0
0655520,"Paradise town, California",81,26425,"Paradise town, California",81,22135,55520,25465,36,0,45,0,1.25,0.003065279091769158,0.0036593629997741135,0.001413705085411349,5.940839080049555e-4,0.0022456579143627646
0655528,"Paradise CDP, California",0,283,"Paradise CDP, California",0,172,55528,78,0,0,0,NA,NA,0,0,0,0,0
0655604,"Paradise Park CDP, California",0,456,"Paradise Park CDP, California",0,550,55604,318,1,0,-1,NA,-1,0,0,0.0031446540880503146,0,-0.0031446540880503146
