GEOID,NAME.x,estimate_2010,pop_2010,NAME.y,estimate_2019,pop_2019,PLACEA,pop_1990,estimate_1990,dif_10_19,dif_90_19,change_perc_10_19,change_perc_90_19,share_2010,share_2019,share_1990,share_dif_10_19,share_dif_90_19
0623350,"Fairview CDP, California",1776,9812,"Fairview CDP, California",2011,10532,23350,8958,1708,235,303,0.13231981981981983,0.17740046838407494,0.18100285364859356,0.19094189137865553,0.1906675597231525,0.009939037730061967,2.743316555030295e-4
0623462,"Fallbrook CDP, California",595,29892,"Fallbrook CDP, California",819,31701,23462,24382,417,224,402,0.3764705882352941,0.9640287769784173,0.019904991302020607,0.025835147156241127,0.01710278073989008,0.00593015585422052,0.008732366416351046
0623532,"Fall River Mills CDP, California",0,545,"Fall River Mills CDP, California",3,274,23532,869,5,3,-2,NA,-0.4,0,0.010948905109489052,0.005753739930955121,0.010948905109489052,0.0051951651785339305
0623616,"Farmersville city, California",33,10283,"Farmersville city, California",66,10716,23616,6265,10,33,56,1,5.6,0.003209180200330643,0.006159014557670772,0.0015961691939345571,0.0029498343573401294,0.004562845363736215
0623630,"Farmington CDP, California",29,300,"Farmington CDP, California",0,172,23630,247,1,-29,-1,-1,-1,0.09666666666666666,0,0.004048582995951417,-0.09666666666666666,-0.004048582995951417
0623812,"Fellows CDP, California",0,162,"Fellows CDP, California",0,51,23812,299,0,0,0,NA,NA,0,0,0,0,0
0623826,"Felton CDP, California",81,4528,"Felton CDP, California",0,3633,23826,4220,34,-81,-34,-1,-1,0.0178886925795053,0,0.008056872037914692,-0.0178886925795053,-0.008056872037914692
0623910,"Ferndale city, California",0,1693,"Ferndale city, California",0,1377,23910,1331,18,0,-18,NA,-1,0,0,0.013523666416228399,0,-0.013523666416228399
0623973,"Fetters Hot Springs-Agua Caliente CDP, California",32,3504,"Fetters Hot Springs-Agua Caliente CDP, California",0,4374,23973,2745,31,-32,-31,-1,-1,0.0091324200913242,0,0.011293260473588343,-0.0091324200913242,-0.011293260473588343
0623980,"Fiddletown CDP, California",0,83,"Fiddletown CDP, California",0,324,23980,261,0,0,0,NA,NA,0,0,0,0,0
0624008,"Fieldbrook CDP, California",0,927,"Fieldbrook CDP, California",3,880,24008,895,1,3,2,NA,2,0,0.003409090909090909,0.0011173184357541898,0.003409090909090909,0.002291772473336719
0624022,"Fields Landing CDP, California",0,259,"Fields Landing CDP, California",0,251,24022,302,11,0,-11,NA,-1,0,0,0.03642384105960265,0,-0.03642384105960265
0624092,"Fillmore city, California",71,14721,"Fillmore city, California",52,15664,24092,12083,25,-19,27,-0.2676056338028169,1.08,0.004823041912913525,0.003319713993871297,0.0020690225937267234,-0.0015033279190422282,0.0012506914001445737
0624134,"Firebaugh city, California",26,7373,"Firebaugh city, California",0,8300,24134,4827,87,-26,-87,-1,-1,0.0035263800352638005,0,0.018023617153511497,-0.0035263800352638005,-0.018023617153511497
0624218,"Fish Camp CDP, California",0,0,"Fish Camp CDP, California",0,93,24218,58,0,0,0,NA,NA,NA,0,0,NA,0
0624477,"Florence-Graham CDP, California",6430,60834,"Florence-Graham CDP, California",4108,65716,24477,57147,13722,-2322,-9614,-0.3611197511664075,-0.7006267307972599,0.10569747180852812,0.06251141274575446,0.2401175914746181,-0.04318605906277366,-0.17760617872886364
0624498,"Florin CDP, California",6504,47869,"Florin CDP, California",5191,47555,24498,36193,4438,-1313,753,-0.2018757687576876,0.16967102298332581,0.13587081409680588,0.10915781726422037,0.12262039620921172,-0.026712996832585503,-0.013462578944991352
0624526,"Floriston CDP, California",0,27,"Floriston CDP, California",0,0,24526,103,0,0,0,NA,NA,0,NA,0,NA,NA
0624568,"Flournoy CDP, California",0,110,"Flournoy CDP, California",0,155,24568,35,0,0,0,NA,NA,0,0,0,0,0
0624638,"Folsom city, California",5111,69068,"Folsom city, California",2663,78159,24638,29802,2949,-2448,-286,-0.478966934063784,-0.09698202780603594,0.07399953668848092,0.03407157205184304,0.09895309039661768,-0.03992796463663788,-0.06488151834477464
0624680,"Fontana city, California",18264,189466,"Fontana city, California",18634,210759,24680,101155,7986,370,10648,0.020258431887866843,1.3333333333333333,0.09639724277706818,0.08841378066891568,0.07894814888043102,-0.007983462108152498,0.009465631788484669
0624722,"Foothill Farms CDP, California",4002,32800,"Foothill Farms CDP, California",4475,35881,24722,31682,2747,473,1728,0.11819090454772614,0.6290498725882782,0.12201219512195122,0.12471781722917422,0.08670538476106307,0.002705622107222999,0.038012432468111146
0624750,"Forbestown CDP, California",0,355,"Forbestown CDP, California",0,413,24750,245,1,0,-1,NA,-1,0,0,0.004081632653061225,0,-0.004081632653061225
0624764,"Ford City CDP, California",0,3684,"Ford City CDP, California",0,4753,24764,3781,10,0,-10,NA,-1,0,0,0.0026448029621793175,0,-0.0026448029621793175
0624834,"Foresthill CDP, California",0,1895,"Foresthill CDP, California",0,1856,24834,1618,19,0,-19,NA,-1,0,0,0.011742892459826947,0,-0.011742892459826947
0624897,"Forest Meadows CDP, California",0,1551,"Forest Meadows CDP, California",0,1327,24897,944,0,0,0,NA,NA,0,0,0,0,0
0624918,"Forest Ranch CDP, California",0,1335,"Forest Ranch CDP, California",0,772,24918,858,2,0,-2,NA,-1,0,0,0.002331002331002331,0,-0.002331002331002331
0624960,"Forestville CDP, California",0,3380,"Forestville CDP, California",9,3761,24960,3301,7,9,2,NA,0.2857142857142857,0,0.0023929805902685457,0.0021205695243865495,0.0023929805902685457,2.724110658819962e-4
0625030,"Fort Bidwell CDP, California",0,140,"Fort Bidwell CDP, California",1,192,25030,212,0,1,1,NA,NA,0,0.005208333333333333,0,0.005208333333333333,0.005208333333333333
0625058,"Fort Bragg city, California",10,7196,"Fort Bragg city, California",73,7302,25058,6139,29,63,44,6.3,1.5172413793103448,0.0013896609227348527,0.009997261024376883,0.004723896400065157,0.00860760010164203,0.005273364624311726
0625114,"Fort Irwin CDP, California",1425,9107,"Fort Irwin CDP, California",1807,9872,25114,6732,1661,382,146,0.2680701754385965,0.08789885611077664,0.15647304271439552,0.18304294975688817,0.24673202614379086,0.026569907042492652,-0.06368907638690269
0625128,"Fort Jones city, California",0,520,"Fort Jones city, California",0,689,25128,662,0,0,0,NA,NA,0,0,0,0,0
0625296,"Fortuna city, California",133,11646,"Fortuna city, California",69,12210,25296,8788,45,-64,24,-0.48120300751879697,0.5333333333333333,0.011420230121930277,0.005651105651105651,0.0051206190259444695,-0.005769124470824625,5.304866251611817e-4
0625300,"Fort Washington CDP, California",0,432,"Fort Washington CDP, California",0,540,25300,271,11,0,-11,NA,-1,0,0,0.04059040590405904,0,-0.04059040590405904
0625338,"Foster City city, California",539,29746,"Foster City city, California",834,33997,25338,28176,909,295,-75,0.5473098330241187,-0.08250825082508251,0.01812008337255429,0.024531576315557253,0.03226149914821124,0.006411492943002962,-0.007729922832653988
0625380,"Fountain Valley city, California",680,54961,"Fountain Valley city, California",377,56026,25380,54062,512,-303,-135,-0.4455882352941177,-0.263671875,0.012372409526755336,0.006729018669903259,0.009470607820650364,-0.005643390856852077,-0.002741589150747105
0625436,"Fowler city, California",146,5305,"Fowler city, California",55,6527,25436,3240,103,-91,-48,-0.6232876712328768,-0.46601941747572817,0.02752120640904807,0.008426535927685,0.03179012345679012,-0.01909467048136307,-0.023363587529105122
0625488,"Franklin CDP (Merced County), California",120,5177,"Franklin CDP (Merced County), California",65,6929,25488,3730,122,-55,-57,-0.4583333333333333,-0.4672131147540984,0.023179447556499904,0.009380863039399626,0.032707774798927614,-0.013798584517100278,-0.023326911759527988
0625506,"Franklin CDP (Sacramento County), California",0,0,"Franklin CDP (Sacramento County), California",0,82,25506,136,0,0,0,NA,NA,NA,0,0,NA,0
0625534,"Frazier Park CDP, California",0,2393,"Frazier Park CDP, California",0,2587,25534,2177,10,0,-10,NA,-1,0,0,0.004593477262287551,0,-0.004593477262287551
0625576,"Freedom CDP, California",0,2816,"Freedom CDP, California",0,3777,25576,3013,12,0,-12,NA,-1,0,0,0.003982741453700631,0,-0.003982741453700631
0625590,"Freeport CDP, California",0,20,"Freeport CDP, California",0,70,25590,74,0,0,0,NA,NA,0,0,0,0,0
0600135,"Acalanes Ridge CDP, California",0,1612,"Acalanes Ridge CDP, California",0,1134,00135,1164,11,0,-11,NA,-1,0,0,0.009450171821305841,0,-0.009450171821305841
0600156,"Acampo CDP, California",0,25,"Acampo CDP, California",0,204,00156,395,0,0,0,NA,NA,0,0,0,0,0
0600212,"Acton CDP, California",0,7150,"Acton CDP, California",38,7232,00212,5471,81,38,-43,NA,-0.5308641975308642,0,0.005254424778761062,0.01480533723268141,0.005254424778761062,-0.009550912453920347
0600296,"Adelanto city, California",6198,29764,"Adelanto city, California",6377,33660,00296,6896,904,179,5473,0.02888028396256857,6.054203539823009,0.20823814003494154,0.18945335710041591,0.13109048723897912,-0.018784782934525623,0.058362869861436795
0600310,"Adin CDP, California",0,374,"Adin CDP, California",0,171,00310,255,0,0,0,NA,NA,0,0,0,0,0
0600394,"Agoura Hills city, California",390,20328,"Agoura Hills city, California",504,20533,00394,20390,238,114,266,0.2923076923076923,1.1176470588235294,0.019185360094451005,0.024545853017094433,0.011672388425698873,0.005360492922643428,0.01287346459139556
0600450,"Agua Dulce CDP, California",0,2864,"Agua Dulce CDP, California",7,3742,00450,2549,27,7,-20,NA,-0.7407407407407407,0,0.0018706574024585784,0.010592389172224402,0.0018706574024585784,-0.008721731769765824
0600464,"Aguanga CDP, California",41,1430,"Aguanga CDP, California",37,805,00464,525,1,-4,36,-0.0975609756097561,36,0.028671328671328673,0.04596273291925466,0.0019047619047619048,0.017291404247925985,0.044057971014492756
0600478,"Ahwahnee CDP, California",22,2097,"Ahwahnee CDP, California",38,2513,00478,1637,2,16,36,0.7272727272727273,18,0.010491177873152123,0.015121368881814564,0.0012217470983506415,0.004630191008662441,0.013899621783463923
0600535,"Airport CDP, California",15,1590,"Airport CDP, California",18,1479,00535,1981,17,3,1,0.2,0.058823529411764705,0.009433962264150943,0.012170385395537525,0.008581524482584554,0.002736423131386582,0.003588860912952971
0600562,"Alameda city, California",4130,72512,"Alameda city, California",5777,78522,00562,76459,5140,1647,637,0.3987893462469734,0.12392996108949417,0.056956090026478376,0.07357173785690635,0.06722557187512261,0.016615647830427974,0.0063461659817837385
0600618,"Alamo CDP, California",65,15177,"Alamo CDP, California",43,14905,00618,12757,74,-22,-31,-0.3384615384615385,-0.4189189189189189,0.004282796336561903,0.002884937940288494,0.005800736850356667,-0.0013978583962734087,-0.002915798910068173
0600674,"Albany city, California",566,17921,"Albany city, California",591,19804,00674,16327,982,25,-391,0.044169611307420496,-0.3981670061099796,0.03158305898108364,0.029842456069480914,0.06014577080908924,-0.0017406029116027281,-0.030303314739608327
0600716,"Albion CDP, California",0,224,"Albion CDP, California",0,254,00716,191,0,0,0,NA,NA,0,0,0,0,0
0600786,"Alderpoint CDP, California",0,210,"Alderpoint CDP, California",0,156,00786,222,1,0,-1,NA,-1,0,0,0.0045045045045045045,0,-0.0045045045045045045
0600884,"Alhambra city, California",1220,83389,"Alhambra city, California",1894,84647,00884,81282,1475,674,419,0.5524590163934426,0.2840677966101695,0.014630227008358417,0.022375276146821506,0.018146699146182426,0.007745049138463089,0.00422857700063908
0600898,"Alhambra Valley CDP, California",0,825,"Alhambra Valley CDP, California",0,783,00898,618,2,0,-2,NA,-1,0,0,0.003236245954692557,0,-0.003236245954692557
0600947,"Aliso Viejo city, California",1473,46329,"Aliso Viejo city, California",1237,50663,00947,7468,117,-236,1120,-0.16021724372029872,9.572649572649572,0.03179434047788642,0.024416240648994336,0.015666845206213177,-0.007378099828892086,0.008749395442781159
0600982,"Alleghany CDP, California",0,53,"Alleghany CDP, California",0,78,00982,68,0,0,0,NA,NA,0,0,0,0,0
0600996,"Allendale CDP, California",0,1726,"Allendale CDP, California",195,1388,00996,1561,49,195,146,NA,2.979591836734694,0,0.14048991354466858,0.03139013452914798,0.14048991354466858,0.10909977901552059
0601010,"Allensworth CDP, California",22,228,"Allensworth CDP, California",15,575,01010,171,35,-7,-20,-0.3181818181818182,-0.5714285714285714,0.09649122807017543,0.02608695652173913,0.2046783625730994,-0.0704042715484363,-0.17859140605136029
0601094,"Almanor CDP, California",0,10,"Almanor CDP, California",0,0,01094,1,0,0,0,NA,NA,0,NA,0,NA,NA
0601150,"Alondra Park CDP, California",1192,8817,"Alondra Park CDP, California",535,8272,01150,8332,978,-657,-443,-0.5511744966442953,-0.45296523517382414,0.13519337643189294,0.06467601547388782,0.11737878060489679,-0.07051736095800512,-0.052702765131008966
0601164,"Alpaugh CDP, California",35,953,"Alpaugh CDP, California",0,1145,01164,633,2,-35,-2,-1,-1,0.03672612801678909,0,0.00315955766192733,-0.03672612801678909,-0.00315955766192733
0601192,"Alpine CDP, California",70,13326,"Alpine CDP, California",271,14878,01192,9695,48,201,223,2.8714285714285714,4.645833333333333,0.005252889088998949,0.0182148138190617,0.004951005673027334,0.012961924730062751,0.013263808146034367
0601228,"Alpine Village CDP, California",0,237,"Alpine Village CDP, California",0,101,01228,115,0,0,0,NA,NA,0,0,0,0,0
0601276,"Alta CDP, California",0,513,"Alta CDP, California",4,566,01276,604,0,4,4,NA,NA,0,0.007067137809187279,0,0.007067137809187279,0.007067137809187279
0601290,"Altadena CDP, California",11873,45446,"Altadena CDP, California",9944,44850,01290,42652,16540,-1929,-6596,-0.16246946854207026,-0.3987908101571947,0.26125511596180084,0.22171683389074692,0.38778955265872644,-0.03953828207105392,-0.16607271876797952
0601360,"Alta Sierra CDP, California",25,7011,"Alta Sierra CDP, California",49,7280,01360,5709,17,24,32,0.96,1.8823529411764706,0.0035658251319355297,0.006730769230769231,0.002977754422841128,0.0031649440988337015,0.003753014807928103
0601416,"Alto CDP, California",0,579,"Alto CDP, California",0,611,01416,652,5,0,-5,NA,-1,0,0,0.007668711656441718,0,-0.007668711656441718
0601444,"Alturas city, California",41,2833,"Alturas city, California",81,2567,01444,3231,13,40,68,0.975609756097561,5.230769230769231,0.01447229085774797,0.031554343591741335,0.004023522129371711,0.017082052733993366,0.027530821462369626
0601458,"Alum Rock CDP, California",209,16049,"Alum Rock CDP, California",168,11551,01458,12533,427,-41,-259,-0.19617224880382775,-0.6065573770491803,0.013022618231665525,0.01454419530776556,0.03407005505465571,0.0015215770761000356,-0.019525859746890153
0601514,"Amador City city, California",0,128,"Amador City city, California",0,167,01514,198,2,0,-2,NA,-1,0,0,0.010101010101010102,0,-0.010101010101010102
0601640,"American Canyon city, California",1157,17692,"American Canyon city, California",1574,20261,01640,7853,460,417,1114,0.36041486603284356,2.4217391304347826,0.06539678950938277,0.07768619515325009,0.058576340252132944,0.012289405643867324,0.01910985490111715
0601651,"Amesti CDP, California",29,3339,"Amesti CDP, California",0,3163,01651,2493,8,-29,-8,-1,-1,0.00868523510032944,0,0.003208985158443642,-0.00868523510032944,-0.003208985158443642
0602000,"Anaheim city, California",8774,333039,"Anaheim city, California",9462,349964,02000,266605,6781,688,2681,0.07841349441531799,0.39536941454062824,0.026345262867111658,0.027037066669714598,0.025434631758594176,6.918038026029402e-4,0.001602434911120422
0602028,"Anchor Bay CDP, California",0,319,"Anchor Bay CDP, California",0,352,02028,272,0,0,0,NA,NA,0,0,0,0,0
0602042,"Anderson city, California",145,9910,"Anderson city, California",167,10407,02042,8303,62,22,105,0.15172413793103448,1.6935483870967742,0.014631685166498487,0.016046891515326223,0.007467180537155245,0.0014152063488277362,0.008579710978170979
0602112,"Angels city, California",0,3790,"Angels city, California",0,3875,02112,2419,6,0,-6,NA,-1,0,0,0.0024803637866887144,0,-0.0024803637866887144
0602168,"Angwin CDP, California",270,3737,"Angwin CDP, California",291,3179,02168,3503,90,21,201,0.07777777777777778,2.2333333333333334,0.07225046829007226,0.09153821956590123,0.02569226377390808,0.019287751275828977,0.06584595579199315
0602210,"Antelope CDP, California",5048,45691,"Antelope CDP, California",4412,48398,02210,14135,1562,-636,2850,-0.1259904912836767,1.824583866837388,0.11048127640016633,0.09116079176825488,0.11050583657587548,-0.019320484631911453,-0.0193450448076206
0602252,"Antioch city, California",16816,99717,"Antioch city, California",23873,111200,02252,62348,1626,7057,22247,0.41965984776403426,13.682041820418204,0.16863724339881866,0.21468525179856116,0.02607942516199397,0.04604800839974249,0.1886058266365672
0602294,"Anza CDP, California",28,2789,"Anza CDP, California",0,3076,02294,1944,12,-28,-12,-1,-1,0.010039440659734672,0,0.006172839506172839,-0.010039440659734672,-0.006172839506172839
0602364,"Apple Valley town, California",7018,67396,"Apple Valley town, California",6437,72726,02364,46154,1801,-581,4636,-0.08278711883727558,2.5741254858411993,0.10413080895008606,0.08851029893023128,0.03902153659487802,-0.015620510019854775,0.049488762335353265
0602378,"Aptos CDP, California",133,6255,"Aptos CDP, California",46,6387,02378,5790,35,-87,11,-0.6541353383458647,0.3142857142857143,0.02126298960831335,0.007202129325191796,0.006044905008635579,-0.014060860283121555,0.001157224316556217
0602382,"Aptos Hills-Larkin Valley CDP, California",0,2384,"Aptos Hills-Larkin Valley CDP, California",0,2251,02382,2205,15,0,-15,NA,-1,0,0,0.006802721088435374,0,-0.006802721088435374
0602420,"Arbuckle CDP, California",0,3206,"Arbuckle CDP, California",56,3809,02420,2053,7,56,49,NA,7,0,0.014702021527960095,0.0034096444227959084,0.014702021527960095,0.011292377105164186
0602462,"Arcadia city, California",528,55704,"Arcadia city, California",1134,58152,02462,48295,374,606,760,1.1477272727272727,2.0320855614973263,0.009478672985781991,0.019500619067271976,0.0077440728853918625,0.010021946081489985,0.011756546181880115
0602476,"Arcata city, California",407,17100,"Arcata city, California",477,18178,02476,15313,185,70,292,0.171990171990172,1.5783783783783785,0.023801169590643274,0.026240510507206515,0.0120812381636518,0.00243934091656324,0.014159272343554715
0602553,"Arden-Arcade CDP, California",7955,90920,"Arden-Arcade CDP, California",10138,102864,02553,88905,3518,2183,6620,0.2744186046511628,1.8817509948834565,0.08749450065992082,0.09855731840099549,0.0395703278780721,0.011062817741074676,0.058986990522923395
0602700,"Armona CDP, California",200,3046,"Armona CDP, California",302,4407,02700,3122,108,102,194,0.51,1.7962962962962963,0.06565988181221274,0.06852734286362605,0.03459320948110186,0.002867461051413306,0.03393413338252419
0602770,"Arnold CDP, California",0,3439,"Arnold CDP, California",0,2291,02770,3865,8,0,-8,NA,-1,0,0,0.002069857697283312,0,-0.002069857697283312
0602812,"Aromas CDP, California",0,2318,"Aromas CDP, California",0,2479,02812,2275,12,0,-12,NA,-1,0,0,0.005274725274725275,0,-0.005274725274725275
0602868,"Arroyo Grande city, California",304,16990,"Arroyo Grande city, California",172,18033,02868,14429,88,-132,84,-0.4342105263157895,0.9545454545454546,0.017892878163625663,0.009538069095547053,0.006098828747660961,-0.00835480906807861,0.003439240347886092
0602896,"Artesia city, California",786,16476,"Artesia city, California",850,16758,02896,15451,412,64,438,0.08142493638676845,1.0631067961165048,0.047705753823743625,0.05072204320324621,0.026664940780532005,0.0030162893795025875,0.024057102422714208
0602910,"Artois CDP, California",0,142,"Artois CDP, California",0,311,02910,207,0,0,0,NA,NA,0,0,0,0,0
0602924,"Arvin city, California",15,18329,"Arvin city, California",124,21249,02924,9346,102,109,22,7.266666666666667,0.21568627450980393,8.183752523323695e-4,0.0058355687326462425,0.01091375989728226,0.005017193480313873,-0.005078191164636017
0602980,"Ashland CDP, California",3565,22098,"Ashland CDP, California",3463,24430,02980,16590,2131,-102,1332,-0.028611500701262272,0.6250586579070859,0.16132681690650738,0.1417519443307409,0.12845087402049427,-0.019574872575766483,0.013301070310246632
0603026,"Aspen Springs CDP, California",0,0,"Aspen Springs CDP, California",0,23,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
0603064,"Atascadero city, California",709,27981,"Atascadero city, California",318,30130,03064,23886,442,-391,-124,-0.5514809590973202,-0.28054298642533937,0.02533862263678925,0.01055426485230667,0.01850456334254375,-0.014784357784482581,-0.007950298490237078
0603092,"Atherton town, California",33,6837,"Atherton town, California",62,7168,03092,7163,57,29,5,0.8787878787878788,0.08771929824561403,0.004826678367705134,0.008649553571428572,0.007957559681697613,0.003822875203723438,6.919938897309592e-4
0603162,"Atwater city, California",1185,27587,"Atwater city, California",1124,29296,03162,22475,2077,-61,-953,-0.05147679324894515,-0.4588348579682234,0.0429550150433175,0.038367012561441836,0.09241379310344827,-0.004588002481875665,-0.054046780542006435
0603190,"Auberry CDP, California",10,2212,"Auberry CDP, California",16,2009,03190,1866,0,6,16,0.6,NA,0.0045207956600361665,0.007964161274265804,0,0.003443365614229637,0.007964161274265804
0603204,"Auburn city, California",125,13451,"Auburn city, California",58,14011,03204,10718,65,-67,-7,-0.536,-0.1076923076923077,0.009292989368820162,0.004139604596388552,0.006064564284381415,-0.0051533847724316096,-0.0019249596879928627
0603205,"Auburn Lake Trails CDP, California",58,3953,"Auburn Lake Trails CDP, California",0,3664,03205,2236,1,-58,-1,-1,-1,0.014672400708322793,0,4.472271914132379e-4,-0.014672400708322793,-4.472271914132379e-4
0603209,"August CDP, California",106,8332,"August CDP, California",494,8405,03209,6094,55,388,439,3.660377358490566,7.9818181818181815,0.012722035525684109,0.05877453896490185,0.009025270758122744,0.04605250343921774,0.04974926820677911
0603274,"Avalon city, California",16,3661,"Avalon city, California",4,3731,03274,3013,5,-12,-1,-0.75,-0.2,0.004370390603660202,0.0010720986330742428,0.001659475605708596,-0.003298291970585959,-5.873769726343532e-4
0603302,"Avenal city, California",231,15749,"Avenal city, California",560,12961,03302,9770,1656,329,-1096,1.4242424242424243,-0.6618357487922706,0.014667597942726523,0.04320654270503819,0.16949846468781984,0.028538944762311665,-0.12629192198278166
0603316,"Avery CDP, California",0,381,"Avery CDP, California",0,561,03316,501,0,0,0,NA,NA,0,0,0,0,0
0603330,"Avilla Beach CDP, California",0,1021,"Avila Beach CDP, California",0,1311,03330,947,3,0,-3,NA,-1,0,0,0.0031678986272439284,0,-0.0031678986272439284
0603344,"Avocado Heights CDP, California",163,15473,"Avocado Heights CDP, California",103,15426,03344,14259,120,-60,-17,-0.36809815950920244,-0.14166666666666666,0.010534479415756479,0.006677038765720213,0.008415737428992216,-0.0038574406500362663,-0.0017386986632720036
0603386,"Azusa city, California",1755,46015,"Azusa city, California",1751,49753,03386,40879,1577,-4,174,-0.002279202279202279,0.11033608116677235,0.03813973704226883,0.035193857656824715,0.03857726461019105,-0.0029458793854441126,-0.003383406953366336
0603512,"Baker CDP, California",84,676,"Baker CDP, California",0,541,03512,512,5,-84,-5,-1,-1,0.1242603550295858,0,0.009765625,-0.1242603550295858,-0.009765625
0603526,"Bakersfield city, California",27301,331868,"Bakersfield city, California",28793,377917,03526,185948,18915,1492,9878,0.05465001282004322,0.5222310335712398,0.0822646353369412,0.07618868693390347,0.10172198679200636,-0.006075948403037726,-0.02553329985810289
0603666,"Baldwin Park city, California",633,75387,"Baldwin Park city, California",1166,75892,03666,69315,1687,533,-521,0.8420221169036335,-0.3088322465915827,0.00839667316646106,0.015363938228008222,0.024338166342061603,0.006967265061547162,-0.00897422811405338
0603694,"Ballard CDP, California",0,569,"Ballard CDP, California",0,529,03694,803,0,0,0,NA,NA,0,0,0,0,0
0603708,"Ballico CDP, California",0,431,"Ballico CDP, California",0,538,03708,326,1,0,-1,NA,-1,0,0,0.003067484662576687,0,-0.003067484662576687
0603792,"Bangor CDP, California",0,370,"Bangor CDP, California",0,429,03792,544,19,0,-19,NA,-1,0,0,0.034926470588235295,0,-0.034926470588235295
0603820,"Banning city, California",2006,29030,"Banning city, California",2551,31072,03820,20514,1955,545,596,0.2716849451645065,0.30485933503836316,0.06910093007233896,0.08209963954685891,0.09530077020571318,0.012998709474519948,-0.013201130658854268
0604030,"Barstow city, California",3849,22983,"Barstow city, California",4355,23899,04030,24177,2635,506,1720,0.13146271758898415,0.6527514231499051,0.16747160945046338,0.18222519770701703,0.10898788104396741,0.014753588256553651,0.07323731666304963
0604198,"Bass Lake CDP, California",0,463,"Bass Lake CDP, California",0,449,04198,660,0,0,0,NA,NA,0,0,0,0,0
0604415,"Bay Point CDP, California",2351,21197,"Bay Point CDP, California",2617,25808,04415,17521,2044,266,573,0.113143343258188,0.28033268101761255,0.11091192149832524,0.1014026658400496,0.11666000799041151,-0.009509255658275637,-0.01525734215036191
0604470,"Bayview CDP (Contra Costa County), California",285,2200,"Bayview CDP (Contra Costa County), California",120,1862,04470,1694,142,-165,-22,-0.5789473684210527,-0.15492957746478872,0.12954545454545455,0.0644468313641246,0.08382526564344746,-0.06509862318132995,-0.019378434279322856
0604478,"Bayview CDP (Humboldt County), California",0,2640,"Bayview CDP (Humboldt County), California",31,2811,04478,1318,14,31,17,NA,1.2142857142857142,0,0.011028103877623622,0.010622154779969651,0.011028103877623622,4.059490976539709e-4
0604576,"Beale AFB CDP, California",27,2127,"Beale AFB CDP, California",25,1020,04576,6912,1017,-2,-992,-0.07407407407407407,-0.9754178957718781,0.012693935119887164,0.024509803921568627,0.14713541666666666,0.011815868801681463,-0.12262561274509803
0604632,"Bear Creek CDP, California",0,263,"Bear Creek CDP, California",0,148,04632,509,0,0,0,NA,NA,0,0,0,0,0
0604716,"Bear Valley CDP (Alpine County), California",0,67,"Bear Valley CDP (Alpine County), California",0,59,04716,199,1,0,-1,NA,-1,0,0,0.005025125628140704,0,-0.005025125628140704
0604730,"Bear Valley CDP (Mariposa County), California",0,272,"Bear Valley CDP (Mariposa County), California",0,197,04730,208,0,0,0,NA,NA,0,0,0,0,0
0604734,"Bear Valley Springs CDP, California",21,6011,"Bear Valley Springs CDP, California",66,5292,04734,3105,46,45,20,2.142857142857143,0.43478260869565216,0.00349359507569456,0.012471655328798186,0.014814814814814815,0.008978060253103626,-0.002343159486016629
0604758,"Beaumont city, California",1117,32847,"Beaumont city, California",4280,47144,04758,10289,249,3163,4031,2.8316920322291854,16.188755020080322,0.03400614972448016,0.09078567792295944,0.024200602585285256,0.05677952819847928,0.06658507533767419
0604772,"Beckwourth CDP, California",0,415,"Beckwourth CDP, California",0,414,04772,254,0,0,0,NA,NA,0,0,0,0,0
0604856,"Belden CDP, California",0,78,"Belden CDP, California",0,0,04856,43,0,0,0,NA,NA,0,NA,0,NA,NA
0604870,"Bell city, California",539,35648,"Bell city, California",589,35682,04870,33503,346,50,243,0.09276437847866419,0.7023121387283237,0.015120062836624775,0.01650692225772098,0.010327433364176342,0.0013868594210962055,0.006179488893544638
0604926,"Bella Vista CDP, California",0,2303,"Bella Vista CDP, California",26,2427,04926,2346,9,26,17,NA,1.8888888888888888,0,0.010712814173877214,0.0038363171355498722,0.010712814173877214,0.006876497038327342
0604938,"Bell Canyon CDP, California",0,2457,"Bell Canyon CDP, California",67,2109,04938,1595,28,67,39,NA,1.3928571428571428,0,0.03176861071597914,0.01755485893416928,0.03176861071597914,0.01421375178180986
0663400,"Rutherford CDP, California",0,191,"Rutherford CDP, California",0,88,63400,215,1,0,-1,NA,-1,0,0,0.004651162790697674,0,-0.004651162790697674
0664000,"Sacramento city, California",64413,459511,"Sacramento city, California",66004,500930,64000,369611,56544,1591,9460,0.024699982922701938,0.1673033389926429,0.14017727540798805,0.13176292096700137,0.1529824599376101,-0.008414354440986677,-0.021219538970608715
0664140,"St. Helena city, California",109,5818,"St. Helena city, California",96,6101,64140,4976,22,-13,74,-0.11926605504587157,3.3636363636363638,0.01873496046751461,0.015735125389280447,0.0044212218649517685,-0.0029998350782341615,0.011313903524328678
0664210,"Salida CDP, California",341,14625,"Salida CDP, California",45,14229,64210,4490,56,-296,-11,-0.8680351906158358,-0.19642857142857142,0.023316239316239315,0.0031625553447185324,0.012472160356347439,-0.020153683971520783,-0.009309605011628906
